TransactionID,CustomerID,Date,Amount
876,C0022,2026-04-11,13257
877,C0029,2025-08-01,4758
878,C0180,2025-10-10,12070
879,C0151,2025-03-29,13555
880,C0022,2026-02-25,1924
881,C0097,2026-05-30,9094
882,C0118,2025-01-19,222
883,C0157,2025-01-30,6126
884,C0108,2026-01-02,9696
885,C0128,2025-08-17,13622
886,C0136,2025-12-28,7553
887,C0144,2025-05-09,6195
888,C0005,2026-05-30,648
889,C0132,2025-04-14,13994
890,C0064,2026-05-06,2720
891,C0010,2026-02-09,4167
892,C0046,2025-08-19,14242
893,C0155,2025-03-07,2359
894,C0013,2026-01-28,2747
895,C0164,2025-08-22,2849
896,C0058,2025-01-12,10648
897,C0014,2026-02-22,7804
898,C0121,2025-01-20,2834
899,C0144,2025-03-11,12287
900,C0101,2025-05-12,9796
901,C0132,2025-01-20,2129
902,C0024,2025-08-15,7521
903,C0037,2026-04-14,13309
904,C0103,2026-02-09,14737
905,C0038,2025-07-07,1280
906,C0173,2025-01-20,10712
907,C0119,2026-05-31,3492
908,C0014,2026-05-30,4631
909,C0186,2025-02-24,6843
910,C0132,2025-06-11,793
911,C0147,2025-06-08,11651
912,C0060,2025-11-15,6197
913,C0150,2025-04-19,13587
914,C0030,2025-11-10,5293
915,C0117,2025-01-19,8823
916,C0173,2025-12-16,12670
917,C0113,2025-07-02,10920
918,C0146,2025-04-23,3010
919,C0047,2025-04-28,10228
920,C0161,2026-02-05,12685
921,C0004,2025-02-16,2210
922,C0143,2025-03-19,2371
923,C0075,2025-05-17,13089
924,C0144,2026-05-20,8891
925,C0061,2025-05-18,2297
926,C0003,2025-09-11,14516
927,C0198,2026-03-02,8938
928,C0046,2025-12-15,8199
929,C0165,2025-02-18,9095
930,C0005,2025-12-22,10017
931,C0004,2025-10-22,5305
932,C0163,2025-11-09,11051
933,C0070,2025-07-01,885
934,C0060,2025-12-30,4483
935,C0057,2026-02-12,9267
936,C0106,2026-02-18,9757
937,C0135,2025-06-12,2174
938,C0014,2026-02-04,11645
939,C0106,2025-07-24,781
940,C0044,2025-08-16,10111
941,C0107,2025-09-07,1074
942,C0185,2025-07-15,889
943,C0161,2026-06-03,11533
944,C0127,2026-02-03,14489
945,C0160,2025-07-22,1371
946,C0143,2025-07-18,1649
947,C0154,2026-05-07,4159
948,C0128,2025-05-22,5632
949,C0165,2025-11-10,6364
950,C0082,2025-05-11,3870
951,C0165,2025-11-01,2138
952,C0115,2026-01-19,10323
953,C0189,2026-03-01,6504
954,C0178,2026-05-05,14862
955,C0086,2025-10-16,13080
956,C0152,2025-12-20,6371
957,C0186,2025-02-12,14192
958,C0167,2025-06-26,4824
959,C0098,2026-05-09,12685
960,C0098,2026-06-01,1737
961,C0022,2025-04-22,13568
962,C0066,2025-04-08,11607
963,C0112,2026-03-11,13124
964,C0167,2025-03-27,13075
965,C0088,2025-10-21,14467
966,C0059,2025-08-31,2054
967,C0049,2025-02-01,14926
968,C0021,2025-06-03,14918
969,C0068,2025-08-02,5974
970,C0120,2025-08-01,14614
971,C0116,2026-01-16,11440
972,C0168,2025-02-27,4067
973,C0026,2026-03-23,2313
974,C0153,2025-09-11,4170
975,C0200,2025-02-13,7464
976,C0042,2025-08-15,5069
977,C0167,2026-03-12,10206
978,C0089,2026-01-14,13689
979,C0171,2025-11-03,13266
980,C0012,2025-01-08,8287
981,C0041,2025-06-13,8876
982,C0085,2025-03-13,6910
983,C0137,2025-08-26,5423
984,C0042,2026-04-13,3725
985,C0012,2026-01-21,3022
986,C0080,2026-01-22,11316
987,C0003,2025-10-10,14137
988,C0107,2025-02-09,6829
989,C0161,2025-08-08,3400
990,C0008,2025-09-17,7333
991,C0198,2026-01-01,10173
992,C0019,2025-01-16,5448
993,C0063,2025-04-19,10302
994,C0021,2025-09-26,7529
995,C0004,2025-04-12,1729
996,C0059,2025-09-04,3911
997,C0027,2025-05-11,10792
998,C0196,2026-01-17,11461
999,C0133,2025-08-15,11939
1000,C0009,2026-01-07,11949
1001,C0178,2025-07-30,7744
1002,C0139,2026-03-26,3190
1003,C0108,2026-04-02,11164
1004,C0131,2026-04-21,10213
1005,C0021,2025-06-05,4031
1006,C0190,2026-02-21,9372
1007,C0163,2025-02-10,6650
1008,C0175,2025-12-04,5633
1009,C0075,2025-10-06,11639
1010,C0128,2025-09-30,7180
1011,C0108,2025-10-16,9115
1012,C0125,2025-09-29,6249
1013,C0066,2026-04-28,9327
1014,C0156,2025-02-16,2158
1015,C0198,2025-07-20,5979
1016,C0124,2025-01-01,5263
1017,C0087,2025-07-10,9994
1018,C0004,2026-03-18,6240
1019,C0047,2025-05-23,7558
1020,C0021,2025-08-15,9728
1021,C0117,2025-10-29,8379
1022,C0142,2026-04-05,7768
1023,C0039,2026-01-28,12330
1024,C0077,2025-07-26,10649
1025,C0115,2025-09-08,6562
1026,C0151,2026-03-19,3874
1027,C0098,2025-05-22,2859
1028,C0072,2026-05-22,8987
1029,C0113,2025-10-08,623
1030,C0088,2025-09-27,4449
1031,C0102,2025-03-24,7989
1032,C0179,2026-03-02,5594
1033,C0028,2025-06-22,12181
1034,C0063,2025-03-14,11202
1035,C0124,2026-01-10,13120
1036,C0019,2026-02-02,9535
1037,C0166,2026-03-13,14340
1038,C0164,2026-04-10,485
1039,C0009,2025-11-16,7016
1040,C0120,2025-03-30,14165
1041,C0053,2025-11-30,10661
1042,C0041,2025-03-09,1187
1043,C0008,2026-05-29,8004
1044,C0110,2025-05-07,5574
1045,C0183,2025-01-16,2724
1046,C0062,2026-03-08,10085
1047,C0012,2025-02-04,978
1048,C0064,2026-05-09,9977
1049,C0149,2025-11-21,13815
1050,C0020,2025-07-20,3716
1051,C0137,2025-11-20,9450
1052,C0065,2025-01-08,7668
1053,C0087,2026-03-07,1647
1054,C0076,2026-03-14,12051
1055,C0174,2025-01-26,13307
1056,C0093,2026-02-10,14767
1057,C0021,2026-05-20,3940
1058,C0179,2025-05-12,2046
1059,C0199,2025-12-14,971
1060,C0150,2025-03-17,8970
1061,C0086,2026-05-07,393
1062,C0162,2025-12-13,11390
1063,C0105,2025-03-28,4205
1064,C0006,2025-08-02,3936
1065,C0145,2025-09-19,9121
1066,C0027,2026-04-12,3651
1067,C0106,2026-03-25,12928
1068,C0093,2026-02-28,8533
1069,C0035,2026-03-08,7092
1070,C0084,2025-02-18,1525
1071,C0113,2025-07-09,1359
1072,C0043,2026-02-08,5187
1073,C0097,2025-12-07,4028
1074,C0177,2025-11-14,5682
1075,C0054,2026-01-17,6576
1076,C0009,2025-12-10,14060
1077,C0049,2025-07-02,3312
1078,C0039,2026-02-01,6023
1079,C0011,2026-05-09,5202
1080,C0077,2025-05-07,3829
1081,C0045,2025-01-01,11631
1082,C0108,2025-01-19,11795
1083,C0072,2026-04-01,11396
1084,C0109,2025-09-25,6788
1085,C0161,2025-10-28,6446
1086,C0197,2026-06-04,13346
1087,C0174,2025-12-09,3941
1088,C0175,2025-11-20,1189
1089,C0161,2026-02-24,793
1090,C0147,2026-02-16,1135
1091,C0084,2025-04-23,4008
1092,C0076,2026-01-13,8122
1093,C0143,2025-02-10,12398
1094,C0002,2025-04-15,401
1095,C0194,2025-09-23,9301
1096,C0051,2025-04-28,7744
1097,C0039,2025-03-25,10893
1098,C0155,2026-05-29,1828
1099,C0166,2026-01-22,6231
1100,C0094,2025-10-23,6601
1101,C0081,2025-09-25,2666
1102,C0065,2025-11-07,8180
1103,C0101,2025-08-01,4869
1104,C0049,2025-05-07,4518
1105,C0153,2025-10-06,1631
1106,C0038,2025-10-04,13949
1107,C0107,2026-02-24,2858
1108,C0173,2026-01-10,2320
1109,C0181,2025-01-30,3459
1110,C0108,2026-03-27,2442
1111,C0156,2025-06-21,7190
1112,C0041,2025-03-04,2270
1113,C0104,2025-03-16,10433
1114,C0057,2025-04-28,1835
1115,C0124,2025-10-17,6783
1116,C0156,2025-01-07,3467
1117,C0165,2025-07-12,2806
1118,C0148,2025-07-21,7811
1119,C0146,2026-02-23,5746
1120,C0126,2026-01-30,13304
1121,C0113,2025-11-21,13903
1122,C0162,2026-03-16,11667
1123,C0065,2025-01-31,5944
1124,C0109,2026-03-10,7180
1125,C0158,2026-01-11,3615
1126,C0187,2025-03-16,4852
1127,C0004,2025-06-04,7797
1128,C0107,2026-03-24,9649
1129,C0051,2025-09-19,14338
1130,C0125,2025-09-02,13029
1131,C0170,2026-04-30,2369
1132,C0125,2025-06-19,8515
1133,C0101,2025-02-04,11550
1134,C0134,2025-07-20,2616
1135,C0029,2025-03-18,4354
1136,C0175,2026-05-15,2136
1137,C0109,2025-10-05,12555
1138,C0069,2025-06-14,2552
1139,C0141,2025-12-31,5116
1140,C0123,2025-12-09,1146
1141,C0131,2025-12-20,1639
1142,C0109,2026-05-12,540
1143,C0174,2026-01-18,13491
1144,C0021,2025-10-27,338
1145,C0103,2026-05-14,3656
1146,C0092,2025-10-07,6826
1147,C0141,2025-04-21,10578
1148,C0179,2026-05-24,6616
1149,C0099,2025-04-14,9629
1150,C0152,2025-06-14,9390
1151,C0085,2026-06-04,1507
1152,C0005,2025-06-13,10301
1153,C0147,2025-03-05,3362
1154,C0117,2025-09-24,10237
1155,C0173,2025-05-20,10685
1156,C0149,2026-01-30,9902
1157,C0005,2025-07-03,13531
1158,C0169,2025-05-27,4961
1159,C0048,2025-08-16,7469
1160,C0075,2026-02-21,8325
1161,C0151,2026-02-03,2146
1162,C0192,2026-05-14,4025
1163,C0179,2025-03-23,4899
1164,C0179,2025-12-31,4458
1165,C0048,2026-05-26,2063
1166,C0116,2025-12-03,13368
1167,C0096,2025-05-27,7942
1168,C0038,2025-11-19,2690
1169,C0069,2025-01-13,9334
1170,C0189,2025-10-14,8382
1171,C0114,2026-04-25,4317
1172,C0093,2025-11-16,12613
1173,C0021,2025-07-23,6537
1174,C0169,2025-10-13,4352
1175,C0047,2025-06-12,12506
1176,C0114,2025-09-21,3041
1177,C0113,2026-05-03,11790
1178,C0030,2025-03-06,3563
1179,C0025,2025-01-01,11350
1180,C0037,2025-05-21,10159
1181,C0136,2025-07-07,7495
1182,C0127,2025-09-14,3947
1183,C0035,2025-07-13,3375
1184,C0023,2025-09-22,5097
1185,C0174,2026-01-19,7627
1186,C0158,2025-12-24,1298
1187,C0099,2025-07-07,12436
1188,C0173,2025-10-17,2292
1189,C0061,2025-03-24,5442
1190,C0102,2025-03-07,5976
1191,C0119,2025-06-11,8113
1192,C0124,2025-12-24,7555
1193,C0066,2026-03-26,1697
1194,C0013,2025-07-03,10550
1195,C0159,2026-05-23,5609
1196,C0039,2026-03-27,3151
1197,C0120,2025-01-27,3901
1198,C0053,2025-11-17,5989
1199,C0181,2026-02-07,13564
1200,C0019,2025-11-09,9696
1201,C0031,2025-12-03,382
1202,C0023,2026-03-22,7441
1203,C0010,2026-04-29,5775
1204,C0054,2025-06-09,12345
1205,C0014,2025-06-27,6755
1206,C0110,2025-02-22,14943
1207,C0079,2025-01-22,13541
1208,C0191,2025-09-17,1428
1209,C0059,2026-04-16,7119
1210,C0012,2025-10-17,5145
1211,C0098,2025-03-16,7216
1212,C0049,2026-03-17,5286
1213,C0093,2025-06-03,2009
1214,C0096,2025-10-21,6552
1215,C0087,2025-03-29,9209
1216,C0008,2026-01-25,6668
1217,C0172,2025-06-06,9059
1218,C0139,2025-05-17,14434
1219,C0162,2026-03-04,5771
1220,C0100,2025-05-21,9498
1221,C0177,2025-07-17,11063
1222,C0056,2026-02-25,10840
1223,C0186,2026-04-16,6561
1224,C0157,2025-06-24,12510
1225,C0149,2025-08-23,13612
1226,C0161,2026-03-28,12918
1227,C0025,2025-10-20,11249
1228,C0145,2025-04-11,5821
1229,C0048,2025-12-21,3574
1230,C0146,2025-08-15,5555
1231,C0105,2026-03-31,4272
1232,C0013,2025-07-29,11180
1233,C0141,2025-04-10,10470
1234,C0130,2025-11-25,3437
1235,C0054,2025-04-10,11060
1236,C0087,2025-06-22,1972
1237,C0162,2025-09-20,14315
1238,C0018,2025-01-03,13539
1239,C0070,2025-05-29,739
1240,C0054,2026-03-14,5384
1241,C0100,2025-09-09,434
1242,C0013,2025-11-09,10488
1243,C0118,2025-02-23,1873
1244,C0053,2025-02-13,8182
1245,C0053,2025-04-12,2015
1246,C0002,2026-02-02,874
1247,C0153,2026-01-22,2358
1248,C0102,2025-01-17,12243
1249,C0182,2025-06-20,14944
1250,C0122,2025-07-07,10669
1251,C0065,2025-04-29,3427
1252,C0016,2026-04-10,10543
1253,C0092,2026-05-17,12156
1254,C0170,2025-06-24,2992
1255,C0162,2026-02-25,11854
1256,C0153,2025-02-02,6398
1257,C0186,2026-06-03,3003
1258,C0057,2025-01-12,14039
1259,C0043,2026-01-08,4779
1260,C0135,2025-08-16,4602
1261,C0160,2025-11-27,7119
1262,C0200,2025-02-14,11677
1263,C0059,2025-07-14,12388
1264,C0157,2025-08-14,14947
1265,C0079,2025-05-04,6814
1266,C0172,2025-08-06,8907
1267,C0090,2025-04-14,8784
1268,C0119,2026-03-10,11794
1269,C0143,2025-10-05,432
1270,C0017,2025-03-31,7859
1271,C0199,2025-12-28,11904
1272,C0026,2025-01-25,13905
1273,C0045,2025-12-05,6610
1274,C0181,2026-04-01,11823
1275,C0068,2026-02-16,2194
1276,C0065,2025-02-18,6907
1277,C0102,2025-08-04,7805
1278,C0188,2025-06-08,4981
1279,C0026,2025-01-05,7963
1280,C0052,2025-12-27,14994
1281,C0054,2026-02-26,2146
1282,C0015,2025-05-02,6620
1283,C0046,2026-03-29,7757
1284,C0038,2026-03-22,6553
1285,C0078,2025-10-29,2132
1286,C0003,2026-06-02,1316
1287,C0008,2026-03-04,692
1288,C0108,2025-06-10,8088
1289,C0075,2025-11-29,14585
1290,C0011,2026-05-07,9997
1291,C0169,2025-09-29,13067
1292,C0099,2025-09-09,2943
1293,C0064,2025-03-31,10885
1294,C0076,2025-05-19,8748
1295,C0089,2025-10-01,7386
1296,C0055,2025-06-03,13901
1297,C0004,2025-05-05,11817
1298,C0017,2025-09-02,3095
1299,C0194,2025-09-04,8911
1300,C0141,2025-12-28,8399
1301,C0096,2026-05-10,14117
1302,C0065,2026-03-03,5358
1303,C0081,2025-07-06,3867
1304,C0088,2025-04-03,8477
1305,C0044,2025-05-17,2668
1306,C0074,2026-05-27,4209
1307,C0171,2025-06-19,14275
1308,C0104,2025-11-18,3838
1309,C0200,2025-06-04,11328
1310,C0093,2026-03-27,4147
1311,C0141,2025-06-22,12497
1312,C0009,2026-03-14,8127
1313,C0155,2026-05-14,2376
1314,C0160,2025-11-23,4024
1315,C0067,2026-02-08,828
1316,C0094,2025-12-25,3874
1317,C0090,2025-01-17,4569
1318,C0173,2025-04-26,5156
1319,C0181,2025-04-01,1305
1320,C0068,2025-04-24,14280
1321,C0058,2025-06-03,14388
1322,C0148,2025-09-23,12802
1323,C0041,2025-04-15,14412
1324,C0122,2025-07-12,5720
1325,C0022,2025-12-20,1972
1326,C0169,2025-09-13,13138
1327,C0056,2025-04-09,11027
1328,C0026,2026-02-07,1332
1329,C0188,2025-07-18,7670
1330,C0071,2025-06-03,13039
1331,C0133,2026-02-09,4757
1332,C0132,2025-03-25,1622
1333,C0116,2025-04-19,4516
1334,C0136,2026-01-03,11610
1335,C0112,2026-05-09,11968
1336,C0068,2025-09-28,12458
1337,C0165,2026-01-02,11746
1338,C0040,2025-07-08,13481
1339,C0024,2025-01-04,12298
1340,C0034,2026-03-09,6814
1341,C0181,2025-09-05,6971
1342,C0023,2025-09-11,4476
1343,C0062,2026-05-24,4032
1344,C0188,2025-11-22,1580
1345,C0057,2026-01-26,14126
1346,C0166,2025-03-26,11780
1347,C0003,2026-01-19,6010
1348,C0086,2025-02-07,4282
1349,C0164,2025-06-18,10380
1350,C0141,2025-12-09,2049
1351,C0050,2025-04-22,13922
1352,C0179,2025-07-25,7552
1353,C0126,2026-05-11,3650
1354,C0047,2026-05-19,5341
1355,C0054,2025-09-29,12034
1356,C0031,2025-07-21,14567
1357,C0187,2025-06-11,12741
1358,C0009,2026-04-25,12497
1359,C0017,2026-03-12,13622
1360,C0153,2025-04-12,3000
1361,C0065,2025-07-10,10144
1362,C0051,2025-03-22,10928
1363,C0127,2025-03-29,7561
1364,C0104,2025-04-06,11886
1365,C0123,2025-07-17,3272
1366,C0151,2026-01-13,366
1367,C0126,2025-11-09,3864
1368,C0162,2026-04-22,2320
1369,C0141,2025-09-19,1563
1370,C0052,2025-09-02,1738
1371,C0081,2025-03-17,2103
1372,C0175,2025-04-19,2430
1373,C0192,2025-03-06,12312
1374,C0195,2026-04-19,12246
1375,C0100,2025-05-08,7819
1376,C0146,2026-01-04,5146
1377,C0043,2026-02-23,2735
1378,C0078,2025-09-27,4969
1379,C0189,2025-11-11,3172
1380,C0083,2025-06-17,10778
1381,C0193,2026-03-29,6626
1382,C0080,2026-01-25,1199
1383,C0013,2025-08-28,2055
1384,C0190,2026-04-28,9050
1385,C0080,2026-04-03,7456
1386,C0148,2025-04-05,651
1387,C0172,2025-05-31,9929
1388,C0120,2025-01-22,1082
1389,C0057,2026-06-03,3477
1390,C0184,2026-01-10,12938
1391,C0114,2025-06-28,13721
1392,C0072,2025-05-04,8360
1393,C0113,2025-01-12,3397
1394,C0053,2025-11-27,10316
1395,C0027,2025-05-20,1624
1396,C0134,2025-04-07,8908
1397,C0057,2025-03-10,6461
1398,C0120,2025-02-28,3304
1399,C0062,2025-02-19,4151
1400,C0019,2025-07-16,8258
1401,C0194,2026-03-28,6632
1402,C0141,2025-03-25,3965
1403,C0135,2025-08-03,9941
1404,C0147,2025-05-08,6141
1405,C0148,2025-01-29,6111
1406,C0082,2025-12-27,13056
1407,C0136,2025-08-06,5893
1408,C0157,2025-07-21,6360
1409,C0066,2026-06-02,7937
1410,C0069,2026-02-16,9733
1411,C0169,2025-03-23,11937
1412,C0169,2025-07-23,12046
1413,C0131,2025-04-08,14314
1414,C0002,2025-06-15,4317
1415,C0154,2026-03-15,11758
1416,C0157,2026-05-10,14765
1417,C0020,2025-05-28,12890
1418,C0084,2026-04-28,10806
1419,C0066,2026-02-18,3049
1420,C0150,2025-05-14,1942
1421,C0027,2025-03-14,12968
1422,C0096,2025-11-22,13232
1423,C0187,2025-04-10,5378
1424,C0002,2026-02-17,7819
1425,C0065,2025-06-03,14496
1426,C0010,2025-03-20,4957
1427,C0179,2025-09-05,2013
1428,C0100,2026-02-18,4320
1429,C0028,2026-03-25,11320
1430,C0045,2025-03-09,13518
1431,C0049,2025-05-17,7531
1432,C0083,2026-02-24,11536
1433,C0046,2025-09-19,8567
1434,C0166,2026-01-05,2018
1435,C0054,2026-02-23,1979
1436,C0085,2025-05-07,13920
1437,C0156,2026-01-02,11734
1438,C0132,2026-01-14,8464
1439,C0155,2025-09-05,1059
1440,C0017,2025-02-12,2624
1441,C0041,2025-06-19,4217
1442,C0168,2025-02-08,8760
1443,C0151,2025-04-21,13991
1444,C0180,2025-02-16,5319
1445,C0063,2026-01-01,4364
1446,C0043,2025-10-23,10642
1447,C0061,2025-11-10,1384
1448,C0075,2025-12-04,1829
1449,C0048,2026-05-18,10065
1450,C0082,2025-10-02,5483
1451,C0187,2025-11-15,12149
1452,C0131,2026-05-09,689
1453,C0073,2026-05-24,12877
1454,C0107,2025-10-22,5688
1455,C0188,2025-07-06,3017
1456,C0189,2025-12-29,14658
1457,C0188,2026-02-24,12089
1458,C0107,2025-12-01,14627
1459,C0018,2025-03-04,8029
1460,C0139,2025-07-04,13716
1461,C0004,2025-08-02,12743
1462,C0135,2025-03-29,8203
1463,C0129,2025-01-03,13461
1464,C0166,2025-05-01,7752
1465,C0102,2025-02-07,13852
1466,C0157,2025-01-21,441
1467,C0199,2025-10-30,14107
1468,C0083,2025-03-10,13640
1469,C0196,2025-05-20,11907
1470,C0027,2025-11-08,5041
1471,C0023,2025-10-04,260
1472,C0063,2025-02-21,4127
1473,C0153,2025-11-07,14325
1474,C0032,2026-01-24,9963
1475,C0110,2025-06-26,12801
1476,C0039,2025-04-07,7224
1477,C0061,2025-05-17,1229
1478,C0109,2025-02-08,861
1479,C0169,2025-09-18,286
1480,C0076,2026-04-16,8343
1481,C0195,2026-02-18,7168
1482,C0127,2026-04-02,13796
1483,C0165,2026-01-07,12982
1484,C0112,2025-02-14,5720
1485,C0104,2026-03-26,8876
1486,C0134,2025-01-18,14117
1487,C0150,2025-10-16,9112
1488,C0126,2025-08-23,14951
1489,C0170,2026-05-14,7317
1490,C0122,2025-04-25,11371
1491,C0162,2025-08-22,12003
1492,C0011,2025-07-25,2494
1493,C0047,2025-05-07,346
1494,C0118,2026-01-17,4707
1495,C0152,2025-12-29,5828
1496,C0137,2025-06-24,3560
1497,C0190,2026-04-26,218
1498,C0195,2025-11-26,14447
1499,C0175,2026-03-25,2148
1500,C0178,2025-12-20,5818
